Nome do alimento,Fonte,Kcal,Proteina,Hidratos,Gordura
molho de lombo de porco frito com banha e margarina,INSA,"498,00 Kcal","2,30 g","0,10 g","54,30 g"
molho de lombo de porco frito com margarina,INSA,"447,00 Kcal","2,30 g","0,20 g","48,50 g"
molho de carne de vaca assada com azeite e margarina,INSA,"586,00 Kcal","2,10 g","0,30 g","64,00 g"
molho de carne de vaca assada com margarina,INSA,"513,00 Kcal","1,90 g","0,40 g","56,00 g"
molho de carne de vaca estufada com azeite e margarina,INSA,"260,00 Kcal","1,70 g","0,40 g","27,90 g"
"molho de carne de vaca estufada com vegetais, azeite e margarina",INSA,"267,00 Kcal","1,30 g","1,30 g","28,50 g"
"farinha láctea tipo ""cerelac"" (com farinha de trigo)",INSA,"416,00 Kcal","15,00 g","68,00 g","9,00 g"
"farinha láctea 5 frutos tipo ""cerelac"" (com farinha de trigo)",INSA,"408,00 Kcal","15,00 g","65,00 g","9,00 g"
"farinha láctea maçãs tipo ""cerelac"" (com farinha de trigo)",INSA,"412,00 Kcal","15,00 g","66,00 g","9,00 g"
"flocos de trigo com figos tipo ""nestum""",INSA,"370,00 Kcal","9,00 g","76,30 g","1,50 g"
"flocos de trigo com mel tipo ""nestum""",INSA,"385,00 Kcal","8,20 g","84,60 g","1,00 g"
açorda de ovo,INSA,"108,00 Kcal","3,60 g","14,00 g","4,00 g"
feijoada com carne de porco,INSA,"187,00 Kcal","13,60 g","13,30 g","7,20 g"
feijoada com carne de porco e de vaca,INSA,"191,00 Kcal","13,70 g","13,30 g","7,50 g"
rissol de camarão,INSA,"211,00 Kcal","6,10 g","26,60 g","8,60 g"
pastel de bacalhau,INSA,"227,00 Kcal","13,80 g","12,30 g","13,40 g"
pizza de queijo e tomate,INSA,"271,00 Kcal","10,50 g","33,20 g","10,10 g"
"pizza de queijo, tomate e fiambre",INSA,"281,00 Kcal","11,70 g","29,20 g","12,50 g"
massa quebrada para quiche,INSA,"498,00 Kcal","5,50 g","52,40 g","29,20 g"
quiche lorraine,INSA,"374,00 Kcal","14,40 g","23,50 g","24,50 g"
arroz de frango,INSA,"205,00 Kcal","8,40 g","25,20 g","7,60 g"
aipo cru,INSA,"15,00 Kcal","1,10 g","1,50 g","0,10 g"
"molho de tomate, ""ketchup""",INSA,"119,00 Kcal","1,70 g","26,90 g","0,30 g"
pimenta moída,INSA,"273,00 Kcal","10,70 g","38,30 g","2,70 g"
"chá, infusão, preto",INSA,"0,00 Kcal","0,10 g","0,00 g","0,00 g"
"chá, infusão, verde",INSA,"0,00 Kcal","0,10 g","0,00 g","0,00 g"
"tisana, infusão de ervas",INSA,"1,00 Kcal","0,00 g","0,20 g","0,00 g"
pescada europeia frita,INSA,"164,00 Kcal","21,70 g","1,40 g","7,90 g"
pescada crua (valor médio),INSA,"83,00 Kcal","17,60 g","0,00 g","1,40 g"
pescada cozida (valor médio),INSA,"109,00 Kcal","19,20 g","0,00 g","3,60 g"
pescada frita (valor médio),INSA,"173,00 Kcal","21,70 g","2,10 g","8,60 g"
camarão cru,INSA,"77,00 Kcal","17,60 g","0,30 g","0,60 g"
camarão cozido sem sal,INSA,"92,00 Kcal","20,20 g","0,30 g","1,10 g"
camarão cozido,INSA,"99,00 Kcal","22,60 g","0,40 g","0,80 g"
sal,INSA,"0,00 Kcal","0,00 g","0,00 g","0,00 g"
açorda,INSA,"104,00 Kcal","3,30 g","13,10 g","4,00 g"
açorda à alentejana,INSA,"95,00 Kcal","3,50 g","12,30 g","3,30 g"
açorda de bacalhau,INSA,"69,00 Kcal","3,40 g","5,70 g","3,50 g"
açorda de marisco,INSA,"51,00 Kcal","4,50 g","5,40 g","1,20 g"
empadão de carne guisada,INSA,"167,00 Kcal","9,40 g","10,90 g","9,30 g"
empadão de carne com margarina,INSA,"134,00 Kcal","6,60 g","10,70 g","6,30 g"
empadão de carne com manteiga,INSA,"134,00 Kcal","6,60 g","10,70 g","6,30 g"
cozido à portuguesa,INSA,"120,00 Kcal","6,80 g","6,20 g","7,00 g"
cozido à portuguesa com grão,INSA,"259,00 Kcal","11,70 g","20,50 g","13,50 g"
feijoada com enchidos e ovos,INSA,"240,00 Kcal","9,00 g","14,10 g","15,10 g"
sopa de carne de porco,INSA,"60,00 Kcal","4,00 g","7,30 g","0,90 g"
"rancho com carne de galinha, porco e vaca",INSA,"84,00 Kcal","5,10 g","6,50 g","3,90 g"
rancho com carne de porco,INSA,"107,00 Kcal","4,80 g","6,80 g","6,20 g"
carne à bolonhesa,INSA,"238,00 Kcal","11,50 g","15,60 g","14,00 g"
carne à jardineira,INSA,"140,00 Kcal","9,70 g","5,60 g","8,10 g"
carne de porco à alentejana sem massa de pimentão,INSA,"183,00 Kcal","16,00 g","2,20 g","11,80 g"
carne de porco à alentejana,INSA,"229,00 Kcal","14,60 g","1,80 g","16,90 g"
rojões de carne magra,INSA,"140,00 Kcal","11,10 g","8,70 g","5,60 g"
rojões de carne gorda,INSA,"244,00 Kcal","14,90 g","0,80 g","19,00 g"
"hambúrguer de vaca, frito",INSA,"207,00 Kcal","19,10 g","1,20 g","13,80 g"
"hambúrguer de peru, frito",INSA,"56,00 Kcal","8,80 g","3,00 g","0,70 g"
almôndegas de porco,INSA,"234,00 Kcal","8,00 g","29,20 g","8,90 g"
almôndegas de vaca,INSA,"252,00 Kcal","17,00 g","6,40 g","17,40 g"
meia-desfeita de bacalhau,INSA,"156,00 Kcal","12,70 g","14,80 g","4,20 g"
bacalhau com natas,INSA,"98,00 Kcal","9,00 g","9,20 g","2,60 g"
"bacalhau com natas, com queijo ralado",INSA,"167,00 Kcal","5,30 g","7,60 g","12,60 g"
arroz de marisco,INSA,"72,00 Kcal","6,50 g","8,20 g","1,40 g"
arroz de gambas,INSA,"94,00 Kcal","6,90 g","8,80 g","3,40 g"
salada de bacalhau com grão,INSA,"115,00 Kcal","8,70 g","7,60 g","4,90 g"
salada de atum,INSA,"104,00 Kcal","6,90 g","8,40 g","4,30 g"
bacalhau à brás com azeite,INSA,"195,00 Kcal","8,70 g","6,50 g","14,70 g"
bacalhau à brás com azeite e azeitonas,INSA,"93,00 Kcal","8,00 g","6,50 g","3,60 g"
"bacalhau à gomes de sá, com azeite",INSA,"160,00 Kcal","8,60 g","7,40 g","10,40 g"
caldeirada de enguias à moda de aveiro,INSA,"245,00 Kcal","7,40 g","5,30 g","21,40 g"
caldeirada de bacalhau com enchidos e massa,INSA,"146,00 Kcal","7,00 g","9,70 g","8,50 g"
caldeirada de bacalhau,INSA,"67,00 Kcal","4,20 g","7,10 g","2,10 g"
caldeirada de safio com amêijoas,INSA,"80,00 Kcal","6,90 g","5,80 g","2,70 g"
caldeirada de pargo e peixe-espada-preto,INSA,"138,00 Kcal","7,20 g","4,40 g","9,80 g"
caldeirada de peixe,INSA,"84,00 Kcal","7,50 g","4,40 g","3,50 g"
empadão de pescada e camarão,INSA,"122,00 Kcal","8,70 g","11,00 g","4,50 g"
empadão de bacalhau,INSA,"118,00 Kcal","6,90 g","10,90 g","5,00 g"
empadão de atum,INSA,"234,00 Kcal","12,90 g","10,70 g","15,20 g"
arroz de bacalhau,INSA,"90,00 Kcal","3,10 g","15,30 g","1,60 g"
arroz de bacalhau com margarina,INSA,"91,00 Kcal","5,40 g","12,20 g","2,10 g"
arroz de lulas,INSA,"66,00 Kcal","4,80 g","6,70 g","2,10 g"
arroz de peixe com ervilhas,INSA,"110,00 Kcal","4,90 g","19,80 g","0,80 g"
arroz de polvo com tomate,INSA,"128,00 Kcal","5,70 g","10,00 g","7,10 g"
arroz de polvo com tomate e vinho,INSA,"90,00 Kcal","6,50 g","6,90 g","3,60 g"
arroz de tamboril malandrinho,INSA,"67,00 Kcal","5,90 g","10,00 g","0,20 g"
arroz de tamboril,INSA,"87,00 Kcal","5,70 g","7,10 g","3,80 g"
quiche de vegetais,INSA,"302,00 Kcal","11,90 g","12,90 g","22,20 g"
quiche de espinafres,INSA,"275,00 Kcal","12,60 g","12,40 g","19,10 g"
omelete,INSA,"136,00 Kcal","12,00 g","0,20 g","9,50 g"
"francesinha, com molho",INSA,"249,00 Kcal","13,30 g","6,50 g","17,70 g"
croquete de carne de vaca meio-gorda,INSA,"257,00 Kcal","15,10 g","19,10 g","11,90 g"
peixinhos da horta,INSA,"94,00 Kcal","4,00 g","14,90 g","1,40 g"
arroz à valenciana,INSA,"111,00 Kcal","7,60 g","7,70 g","5,30 g"
arroz de tomate malandrinho,INSA,"132,00 Kcal","1,90 g","16,80 g","6,00 g"
arroz de ervilhas,INSA,"85,00 Kcal","2,30 g","18,00 g","0,20 g"
arroz de feijão,INSA,"139,00 Kcal","3,10 g","20,80 g","4,40 g"
arroz de cabidela,INSA,"105,00 Kcal","9,40 g","12,20 g","1,90 g"
arroz de frango malandrinho à moda de monção,INSA,"132,00 Kcal","10,50 g","9,30 g","5,80 g"
arroz de frango com feijão e chouriço,INSA,"116,00 Kcal","10,90 g","8,80 g","3,40 g"
arroz de pato,INSA,"115,00 Kcal","10,80 g","8,40 g","4,20 g"
sopa de tomate,INSA,"31,00 Kcal","1,10 g","4,40 g","0,80 g"
sopa de feijão-manteiga com couve-lombarda,INSA,"43,00 Kcal","2,10 g","3,50 g","1,80 g"
sopa de feijão-branco com couve-portuguesa,INSA,"47,00 Kcal","2,50 g","4,90 g","1,30 g"
creme de ervilhas,INSA,"43,00 Kcal","2,60 g","3,00 g","1,90 g"
sopa de feijão,INSA,"51,00 Kcal","2,50 g","4,10 g","2,10 g"
sopa de grão à moda da avó,INSA,"107,00 Kcal","4,70 g","15,10 g","2,30 g"
sopa de grão com espinafres sem arroz,INSA,"55,00 Kcal","2,60 g","5,10 g","2,30 g"
"sopa de grão com arroz, espinafres e coentros",INSA,"45,00 Kcal","2,10 g","5,30 g","1,30 g"
sopa de vegetais,INSA,"11,00 Kcal","0,80 g","1,20 g","0,20 g"
sopa de agrião com leite,INSA,"33,00 Kcal","1,30 g","5,30 g","0,50 g"
sopa de agrião com requeijão,INSA,"28,00 Kcal","1,10 g","2,00 g","1,60 g"
sopa de cenoura,INSA,"29,00 Kcal","0,90 g","4,40 g","0,60 g"
sopa de espinafres com ovos,INSA,"93,00 Kcal","2,50 g","4,70 g","6,90 g"
sopa de feijão-verde,INSA,"32,00 Kcal","0,70 g","3,50 g","1,50 g"
sopa de feijão-verde e nabo,INSA,"36,00 Kcal","0,70 g","3,40 g","1,90 g"
canja de frango com aipo,INSA,"56,00 Kcal","7,80 g","2,30 g","1,70 g"
canja de frango com massa,INSA,"61,00 Kcal","10,80 g","2,10 g","1,00 g"
creme de camarão com natas,INSA,"51,00 Kcal","3,50 g","1,90 g","2,90 g"
creme de camarão,INSA,"39,00 Kcal","3,60 g","1,70 g","1,40 g"
sopa de peixe,INSA,"17,00 Kcal","1,30 g","1,30 g","0,60 g"
sopa de feijão-manteiga,INSA,"46,00 Kcal","1,20 g","8,70 g","0,40 g"
salada de alface e tomate temperada com azeite e vinagre,INSA,"30,00 Kcal","1,10 g","2,60 g","1,40 g"
ovo mexido com leite e margarina,INSA,"213,00 Kcal","11,00 g","0,90 g","18,30 g"
goraz no forno,INSA,"110,00 Kcal","18,70 g","0,70 g","2,70 g"
caldeirada de safio com batatas,INSA,"81,00 Kcal","4,50 g","7,20 g","3,10 g"
cavala grelhada,INSA,"192,00 Kcal","18,50 g","0,60 g","12,20 g"
cavala no forno,INSA,"192,00 Kcal","12,90 g","2,30 g","14,30 g"
sardinha frita,INSA,"300,00 Kcal","22,50 g","8,70 g","19,40 g"
favada à portuguesa,INSA,"130,00 Kcal","8,00 g","8,40 g","5,90 g"
ervilhas estufadas,INSA,"113,00 Kcal","5,10 g","9,60 g","5,10 g"
espetada de vaca grelhada,INSA,"213,00 Kcal","23,50 g","0,80 g","12,80 g"
bife de vaca com ovo a cavalo com banha,INSA,"227,00 Kcal","23,50 g","0,50 g","14,50 g"
bife de vaca com ovo a cavalo com manteiga,INSA,"199,00 Kcal","23,90 g","0,60 g","11,10 g"
bife de vaca à marrare com margarina,INSA,"363,00 Kcal","16,00 g","0,80 g","32,80 g"
bife de vaca à marrare com manteiga,INSA,"368,00 Kcal","16,00 g","0,90 g","33,30 g"
bife de vaca à café,INSA,"226,00 Kcal","16,90 g","1,60 g","16,50 g"
"lombo de vaca magro no forno, com tomate, cebola, cenoura e alho",INSA,"128,00 Kcal","11,90 g","2,50 g","6,80 g"
picanha grelhada,INSA,"194,00 Kcal","21,70 g","0,00 g","11,90 g"
bife de vitela frito,INSA,"229,00 Kcal","19,00 g","0,40 g","16,40 g"
costeleta de vitela frita panada,INSA,"148,00 Kcal","19,70 g","3,40 g","5,30 g"
espetada de porco grelhada,INSA,"285,00 Kcal","13,60 g","1,30 g","24,80 g"
bife de porco grelhado,INSA,"203,00 Kcal","16,70 g","0,70 g","14,20 g"
costeleta de porco grelhada,INSA,"212,00 Kcal","18,10 g","0,80 g","14,40 g"
perna de borrego no forno,INSA,"168,00 Kcal","21,90 g","0,40 g","7,60 g"
coelho à caçador,INSA,"182,00 Kcal","12,30 g","1,60 g","12,70 g"
coelho em vinha de alhos,INSA,"174,00 Kcal","11,30 g","1,40 g","11,60 g"
rissol de carne com margarina,INSA,"236,00 Kcal","7,30 g","19,70 g","13,90 g"
rissol de carne com manteiga,INSA,"238,00 Kcal","7,30 g","19,80 g","14,10 g"
lasanha à bolonhesa,INSA,"183,00 Kcal","7,70 g","9,20 g","12,40 g"
salada russa,INSA,"116,00 Kcal","1,40 g","5,60 g","9,30 g"
solha frita,INSA,"147,00 Kcal","23,00 g","8,90 g","2,00 g"
atum de cebolada,INSA,"135,00 Kcal","9,00 g","2,60 g","9,00 g"
"cantarilho (redfish) com batata, no forno",INSA,"108,00 Kcal","8,70 g","5,70 g","4,90 g"
cantarilho (redfish) no forno,INSA,"114,00 Kcal","17,30 g","1,10 g","2,70 g"
amêijoas à bulhão pato,INSA,"89,00 Kcal","12,80 g","3,20 g","2,50 g"
molho para francesinha,INSA,"74,00 Kcal","1,10 g","4,80 g","2,60 g"
massa de pimentão,INSA,"44,00 Kcal","2,60 g","4,40 g","1,00 g"
"fiambre, peito de peru",INSA,"85,00 Kcal","13,80 g","2,60 g","1,90 g"
"fiambre, peito de frango",INSA,"82,00 Kcal","13,70 g","2,80 g","1,30 g"
"fiambre, pá",INSA,"112,00 Kcal","14,00 g","1,30 g","5,10 g"
"fiambre, perna",INSA,"111,00 Kcal","16,50 g","1,20 g","4,10 g"
açafrão-da-índia seco,INSA,"312,00 Kcal","6,70 g","44,10 g","7,00 g"
açafrão,INSA,"353,00 Kcal","11,40 g","61,50 g","5,90 g"
alecrim fresco,INSA,"115,00 Kcal","1,40 g","13,50 g","4,40 g"
"alecrim, seco",INSA,"377,00 Kcal","4,90 g","46,40 g","15,20 g"
"anchova, conserva em óleo, escorrido",INSA,"191,00 Kcal","25,20 g","0,00 g","10,00 g"
caril em pó,INSA,"342,00 Kcal","12,70 g","25,20 g","13,80 g"
cebolinho fresco,INSA,"28,00 Kcal","2,80 g","1,70 g","0,60 g"
cerefólio fresco,INSA,"80,00 Kcal","4,00 g","12,00 g","1,00 g"
chuchu,INSA,"19,00 Kcal","0,80 g","2,90 g","0,10 g"
colorau,INSA,"358,00 Kcal","14,80 g","35,00 g","13,00 g"
cravinho,INSA,"431,00 Kcal","6,00 g","52,00 g","20,00 g"
estragão fresco,INSA,"55,00 Kcal","3,40 g","6,30 g","1,10 g"
estragão seco,INSA,"363,00 Kcal","22,80 g","42,80 g","7,20 g"
"feijão encarnado, cru, seco",INSA,"310,00 Kcal","21,50 g","47,90 g","0,50 g"
funcho fresco,INSA,"32,00 Kcal","2,80 g","2,60 g","0,40 g"
gengibre fresco,INSA,"82,00 Kcal","1,80 g","15,80 g","0,80 g"
"leite de coco, enlatado",INSA,"185,00 Kcal","2,00 g","2,80 g","18,40 g"
manjericão seco,INSA,"244,00 Kcal","23,00 g","10,00 g","4,10 g"
manjerona seca,INSA,"320,00 Kcal","12,70 g","42,50 g","7,00 g"
"massa folhada, congelada",INSA,"398,00 Kcal","5,00 g","31,80 g","27,50 g"
condimento de mostarda,INSA,"158,00 Kcal","5,70 g","18,50 g","6,40 g"
molho de mostarda,INSA,"444,00 Kcal","2,60 g","18,00 g","40,20 g"
noz-moscada,INSA,"506,00 Kcal","5,80 g","28,50 g","36,30 g"
orégão seco,INSA,"265,00 Kcal","9,00 g","26,40 g","4,30 g"
pão pita,INSA,"218,00 Kcal","7,70 g","42,70 g","1,10 g"
massa para pizza,INSA,"289,00 Kcal","7,80 g","52,50 g","4,80 g"
baço de porco,INSA,"107,00 Kcal","17,80 g","0,40 g","3,80 g"
cabeça de porco,INSA,"355,00 Kcal","14,30 g","0,30 g","32,90 g"
tripa de porco fresca,INSA,"180,00 Kcal","7,60 g","0,00 g","16,60 g"
"orelha de porco, crua",INSA,"128,00 Kcal","26,00 g","0,30 g","2,50 g"
"pé de porco, cru",INSA,"335,00 Kcal","38,00 g","0,00 g","20,40 g"
"pulmões de porco, crus",INSA,"101,00 Kcal","13,90 g","0,20 g","5,00 g"
"sangue de porco, cru",INSA,"72,00 Kcal","16,60 g","0,40 g","0,40 g"
queijo mozzarella fresco,INSA,"256,00 Kcal","18,70 g","1,30 g","19,50 g"
rúcula crua,INSA,"29,00 Kcal","2,60 g","2,20 g","0,70 g"
salsa seca,INSA,"244,00 Kcal","15,80 g","14,50 g","7,00 g"
tomilho fresco,INSA,"52,00 Kcal","1,50 g","7,40 g","1,20 g"
tomilho seco,INSA,"321,00 Kcal","9,10 g","45,30 g","7,40 g"
molho de vinagrete,INSA,"648,00 Kcal","0,20 g","0,20 g","71,80 g"
queijo creme para barrar,INSA,"263,00 Kcal","9,30 g","6,90 g","22,00 g"
fiambre de porco,INSA,"111,00 Kcal","15,30 g","1,30 g","4,60 g"
fiambre de aves,INSA,"83,00 Kcal","13,80 g","2,70 g","1,60 g"
"leite magro de pastagem, uht",INSA,"33,00 Kcal","3,10 g","4,90 g","0,10 g"
"leite meio gordo de pastagem, uht",INSA,"46,00 Kcal","3,00 g","5,00 g","1,50 g"
"cebola roxa, crua",INSA,"43,00 Kcal","0,70 g","8,60 g","0,00 g"
"cebola doce, crua",INSA,"25,00 Kcal","0,80 g","4,90 g","0,00 g"
requeijão de cabra,INSA,"197,00 Kcal","10,70 g","3,40 g","15,50 g"
"queijo de cabra atabafado, fresco",INSA,"202,00 Kcal","13,00 g","2,50 g","15,40 g"
queijo flamengo light (-50% gordura),INSA,"228,00 Kcal","26,80 g","0,00 g","13,30 g"
queijo amarelo da beira baixa,INSA,"361,00 Kcal","20,50 g","1,50 g","30,00 g"
queijo de castelo branco,INSA,"356,00 Kcal","20,80 g","1,80 g","29,20 g"
queijo de ovelha curado,INSA,"401,00 Kcal","22,80 g","2,40 g","33,00 g"
queijo de nisa,INSA,"451,00 Kcal","23,40 g","2,60 g","38,00 g"
queijo mestiço de tolosa,INSA,"407,00 Kcal","24,50 g","1,80 g","33,00 g"
"requeijão de mistura (vaca, ovelha e cabra)",INSA,"179,00 Kcal","13,60 g","4,90 g","11,70 g"
requeijão de mistura (ovelha e cabra),INSA,"136,00 Kcal","7,80 g","3,70 g","10,00 g"
requeijão de ovelha,INSA,"246,00 Kcal","11,00 g","3,80 g","20,60 g"
queijo de cabra curado,INSA,"382,00 Kcal","21,00 g","2,50 g","30,50 g"
"queijo de cabra atabafado, curado",INSA,"313,00 Kcal","18,20 g","2,70 g","24,00 g"
queijo de vaca curado,INSA,"355,00 Kcal","22,30 g","1,20 g","29,00 g"
"queijo de vaca curado, meio gordo",INSA,"280,00 Kcal","23,00 g","1,70 g","20,10 g"
"queijo de vaca curado, magro",INSA,"208,00 Kcal","27,10 g","2,40 g","10,00 g"
"queijo de ovelha, amanteigado",INSA,"361,00 Kcal","19,70 g","1,60 g","30,30 g"
"queijo de vaca, amanteigado",INSA,"343,00 Kcal","20,20 g","1,70 g","28,30 g"
"queijo de mistura (vaca, cabra e ovelha)",INSA,"329,00 Kcal","19,60 g","2,40 g","26,70 g"
"queijo de cabra ""pure chèvre""",INSA,"286,00 Kcal","13,00 g","2,00 g","25,00 g"
salicórnia fresca,INSA,"14,00 Kcal","0,70 g","1,10 g","0,20 g"
"feijão catarino, cru, seco",INSA,"302,00 Kcal","20,30 g","47,90 g","0,10 g"
"feijão preto, cru, seco",INSA,"318,00 Kcal","22,40 g","47,90 g","1,00 g"
"millet, cru, seco",INSA,"362,00 Kcal","11,10 g","71,20 g","3,20 g"
"miso, pasta de soja fermentada com arroz integral e cevada",INSA,"177,00 Kcal","11,90 g","15,10 g","6,50 g"
"lentilhas vermelhas, secas, cruas",INSA,"327,00 Kcal","25,70 g","46,60 g","0,30 g"
maçã (média com e sem casca),INSA,"62,00 Kcal","0,20 g","13,10 g","0,50 g"
"uva (média, branca e tinta)",INSA,"80,00 Kcal","0,30 g","18,00 g","0,50 g"
queijo cheddar,INSA,"419,00 Kcal","25,40 g","0,10 g","34,90 g"
queijo gouda,INSA,"380,00 Kcal","25,30 g","0,00 g","30,60 g"
queijo gruyère,INSA,"415,00 Kcal","27,20 g","1,40 g","33,30 g"
queijo mascarpone,INSA,"458,00 Kcal","7,60 g","0,30 g","47,00 g"
queijo flamengo,INSA,"349,00 Kcal","22,70 g","0,80 g","28,30 g"
farinha de trigo (valor médio tipo 150 e tipo 55),INSA,"349,00 Kcal","8,50 g","73,70 g","1,50 g"
farinha de centeio,INSA,"370,00 Kcal","7,80 g","77,30 g","1,20 g"
tosta de trigo,INSA,"377,00 Kcal","12,50 g","69,70 g","4,20 g"
vaca meio gorda estufada,INSA,"278,00 Kcal","21,40 g","1,20 g","20,20 g"
vaca magra estufada,INSA,"226,00 Kcal","21,80 g","1,20 g","14,20 g"
vaca assada,INSA,"280,00 Kcal","24,20 g","0,00 g","20,40 g"
peito de vitela magro estufado,INSA,"208,00 Kcal","22,90 g","0,60 g","12,60 g"
costeleta de porco meio gorda estufada,INSA,"277,00 Kcal","21,10 g","0,70 g","20,50 g"
lombo de porco assado,INSA,"220,00 Kcal","27,50 g","0,20 g","11,30 g"
lombo de porco frito,INSA,"182,00 Kcal","28,80 g","0,00 g","7,40 g"
coelho estufado,INSA,"211,00 Kcal","26,60 g","0,90 g","10,20 g"
"chouriço de carne de porco, cru",INSA,"476,00 Kcal","20,00 g","0,00 g","44,10 g"
"ovo de galinha, estrelado",INSA,"193,00 Kcal","13,70 g","0,00 g","15,40 g"
margarina,INSA,"740,00 Kcal","0,10 g","0,40 g","82,00 g"
fígado de galinha,INSA,"92,00 Kcal","17,70 g","0,00 g","2,30 g"
"galinha de angola com pele, crua",INSA,"152,00 Kcal","23,40 g","0,00 g","6,50 g"
veado cru,INSA,"112,00 Kcal","20,60 g","0,00 g","3,30 g"
lebre crua,INSA,"113,00 Kcal","21,60 g","0,00 g","3,00 g"
pombo cru,INSA,"232,00 Kcal","20,30 g","0,00 g","16,70 g"
javali cru,INSA,"108,00 Kcal","19,50 g","0,00 g","3,40 g"
coração de galinha cru,INSA,"149,00 Kcal","15,60 g","0,70 g","9,30 g"
língua de porco crua,INSA,"220,00 Kcal","16,30 g","0,00 g","17,20 g"
maracujá,INSA,"52,00 Kcal","2,60 g","5,70 g","0,40 g"
feijoa (polpa),INSA,"52,00 Kcal","0,90 g","9,80 g","0,50 g"
tamarilho sem pele,INSA,"34,00 Kcal","2,00 g","4,60 g","0,30 g"
malagueta vermelha fresca,INSA,"31,00 Kcal","1,80 g","4,30 g","0,30 g"
quiabo cru,INSA,"37,00 Kcal","2,80 g","3,10 g","1,00 g"
rábano cru,INSA,"88,00 Kcal","6,00 g","10,70 g","0,70 g"
tomate cherry cru,INSA,"30,00 Kcal","1,00 g","4,00 g","0,80 g"
cenoura baby crua,INSA,"29,00 Kcal","0,60 g","4,90 g","0,10 g"
rebentos de bambu crus,INSA,"22,00 Kcal","3,10 g","1,40 g","0,30 g"
rebentos de alfalfa crus,INSA,"29,00 Kcal","4,00 g","0,30 g","0,70 g"
rebentos de soja crus,INSA,"98,00 Kcal","9,20 g","5,80 g","3,90 g"
acelga crua,INSA,"23,00 Kcal","1,80 g","2,70 g","0,20 g"
alface roxa,INSA,"15,00 Kcal","1,30 g","1,40 g","0,20 g"
endívia crua,INSA,"19,00 Kcal","1,80 g","1,20 g","0,40 g"
canónigos crus,INSA,"24,00 Kcal","2,00 g","2,00 g","0,40 g"
folhas de rabanete cruas,INSA,"39,00 Kcal","3,50 g","3,90 g","0,50 g"
beldroega crua,INSA,"13,00 Kcal","1,00 g","1,00 g","0,00 g"
fisális,INSA,"68,00 Kcal","1,80 g","11,70 g","0,60 g"
manjericão fresco,INSA,"48,00 Kcal","3,10 g","5,10 g","0,80 g"
hortelã fresca,INSA,"51,00 Kcal","3,80 g","5,30 g","0,70 g"
nabiça crua,INSA,"17,00 Kcal","2,00 g","1,20 g","0,00 g"
alcaparras (picles),INSA,"44,00 Kcal","2,40 g","4,90 g","0,90 g"
sementes de linhaça cruas,INSA,"487,00 Kcal","25,00 g","18,10 g","31,00 g"
sementes de melão,INSA,"590,00 Kcal","28,50 g","9,00 g","47,70 g"
"sementes de abóbora, cruas, secas, miolo",INSA,"567,00 Kcal","22,00 g","10,00 g","46,40 g"
sementes de sésamo,INSA,"620,00 Kcal","22,10 g","6,40 g","55,00 g"
"sementes de girassol, cruas, secas, miolo",INSA,"585,00 Kcal","22,10 g","8,30 g","48,50 g"
sementes de papoila,INSA,"565,00 Kcal","19,30 g","13,70 g","45,90 g"
sementes de chia,INSA,"456,00 Kcal","14,40 g","4,60 g","34,40 g"
sementes de cânhamo secas,INSA,"424,00 Kcal","29,50 g","2,40 g","27,90 g"
sementes de mostarda,INSA,"449,00 Kcal","25,50 g","15,90 g","28,80 g"
sementes de coentro,INSA,"358,00 Kcal","12,40 g","16,20 g","17,80 g"
cardamomo verde,INSA,"335,00 Kcal","10,80 g","49,50 g","6,20 g"
cominhos,INSA,"427,00 Kcal","18,00 g","34,00 g","22,00 g"
pimenta branca,INSA,"306,00 Kcal","10,40 g","48,30 g","2,10 g"
pimenta preta,INSA,"302,00 Kcal","10,70 g","44,50 g","3,30 g"
"tremoço cozido, sem sal",INSA,"124,00 Kcal","16,00 g","7,20 g","2,40 g"
noz pecan,INSA,"729,00 Kcal","9,40 g","5,40 g","72,60 g"
noz macadâmia,INSA,"752,00 Kcal","8,00 g","5,10 g","76,00 g"
"pistácio torrado, sem sal",INSA,"616,00 Kcal","18,00 g","12,60 g","53,00 g"
"castanha de caju torrada, sem sal",INSA,"613,00 Kcal","19,60 g","19,40 g","50,00 g"
tamarindo cru,INSA,"242,00 Kcal","2,30 g","54,90 g","0,30 g"
castanha cozida sem sal,INSA,"175,00 Kcal","2,80 g","35,90 g","1,00 g"
"clara de ovo de galinha, pasteurizada",INSA,"46,00 Kcal","10,50 g","1,00 g","0,00 g"
"gema de ovo de galinha, pasteurizada",INSA,"294,00 Kcal","15,30 g","1,30 g","25,20 g"
"ovo de codorniz, cru",INSA,"150,00 Kcal","12,90 g","0,40 g","10,70 g"
mandioca crua,INSA,"145,00 Kcal","1,00 g","33,80 g","0,30 g"
inhame cru,INSA,"114,00 Kcal","1,50 g","25,70 g","0,30 g"
pota crua,INSA,"75,00 Kcal","16,30 g","0,00 g","1,10 g"
ovas de bacalhau cruas,INSA,"104,00 Kcal","21,70 g","0,00 g","1,90 g"
"leite magro sem lactose, uht",INSA,"36,00 Kcal","3,40 g","5,10 g","0,20 g"
"leite meio gordo sem lactose, uht",INSA,"48,00 Kcal","3,30 g","5,10 g","1,60 g"
"leite gordo sem lactose, enriquecido com vitaminas a, d, e e b9 (ácido fólico), uht",INSA,"62,00 Kcal","3,00 g","4,60 g","3,50 g"
